,Title,Lyric,Artist
10,"[Lyrics] Adekunle Gold – “Damn, Delilah”","[Verse 1 – Adekunle Gold]
To hell with you Delilah
You made me weak and left
Burn in hell Delilah
You took my strength

You run away when I need your help
Oju e ti ja o pa da wa ile (O pa da wa ile)
You come dey call me like say you care
You come dey text me like say you care

Without you I’m fine girl
Without you I’m doing well
Since you don go I am stronger
Fimi sile ohh, ko ma lo

[Chorus – Adekunle Gold]
Oh oh oh oh
Damn you Delilah
Oh oh oh oh oh oh
Don’t you come back oh
Oh oh oh oh oh oh
Ma lo o ni wa ku wa oh
Oh oh oh oh oh oh

Oh oh oh oh
Damn you Delilah
Oh oh oh oh oh oh
Don’t you come back oh
Oh oh oh oh oh oh
Ma lo oni wa ku wa oh
Oh oh oh oh oh oh

[Verse 2 – Adekunle Gold]
I used to think you took my breath away
I lied, I was choking on your bullshit
Give me the strength to throw your heart away
You don’t even deserve it
You too dey lie (lie lie)
Girlie why
Delilah o lo’ko meji oh (o lo’ko meji oh)
You too dey lie (lie lie)
Girlie why
O de fimi sile oh
Ko ma lo

[Chorus – Adekunle Gold]
Oh oh oh oh
Damn you Delilah
Oh oh oh oh oh oh
Don’t you come back oh
Oh oh oh oh oh oh
Ma lo oni wa ku wa oh
Oh oh oh oh oh oh

Oh oh oh oh
Damn you Delilah
Oh oh oh oh oh oh
Don’t you come back oh
Oh oh oh oh oh oh
Ma lo oni wa ku wa oh
Oh oh oh oh oh oh

[Outro]
Oh Damn, Delilah (Damn you, Delilah)
Get away from my life (from from my life)
Forget about me cos I’m better off without you",Adekunle Gold
11,[Lyrics] Mr. P – “Wookie Wookie” ft. Nyanda,"[Intro – Nyanda & Mr P]
Hmmmn
Oya do the wokie wokie
Girl you all I think of (Mr P)
She said she wants a romantic boy
Girl you all I think of
She said she want a man uh wo wo wo
Girl you all I think of
She said she wants a romantic boy
Girl you all I think of
She said she wants a man
Yo! P
Sing, listen!

[Verse 1 – Mr P]
She told me that she came alone
Maami, am gonna give you everything you want
Oh no, her body burn like cigarette
Shey you know say I want to pull up on your figure 8

[Chorus – Mr P]
Girl you all I think of
She said she want a romantic boy
Girl you all I think of
She said she wants a man, wey go do the wokie wokie
Girl you all I think of
She said she want a romantic boy
Girl you all I think of
She said she wants a man, wey go do the wokie wokie

Oya fire down, tip on ya toe, bad gyal do the wokie wokie
Oya fire down, tip on ya toe, bad gyal make you do the wokie wokie
Oya Wokie wokie, do the wokie wokie, oya wokie wokie, make you do the wokie wokie
Oya do the Wokie wokie, do the wokie wokie, oya wokie wokie,
Make you do the wokie wokie

[Verse 2 – Nyanda]
Straight hardcore,
Why me I deal with, me no want no man soft like a ceiling
Amateur man, better step to this side
Bend booboom, like a man kryptonite
You me a pre, ya ya, you me a pre,
I know ya the love that could set me free
In the soft chuckle water contender,
let me serve you the juice like a bartender
Inna bar i jukie, no long talking
Near and set configure me working
Hard girl, there’s money I fit spend but a man *do the wokie wokie*

[Chorus – Mr P & Nyanda]
Girl you all I think of
She said she want a romantic boy
Girl you all I think of
She said she want a man wey go do the wokie wokie
Boy you all I think of
You said you want a romantic girl
Boy you all I think of
You said you want a girl wey go do the wokie wokie

Oya fire down, tip on ya toe (Tip on mi toe), bad gyal do the wokie wokie
Oya fire down, tip on ya toe, bad gyal make you do the wokie wokie
Oya Wokie wokie, do the wokie wokie, oya wokie wokie, make you do the wokie wokie
Oya do the Wokie wokie, do the wokie wokie, oya wokie wokie,
Do the wokie wokie

[Bridge – Mr P]
(Sekels the hit maker)
Oya do the Wokie wokie
Wokie wokie
Make you do the wokie wokie

[Verse 3 – Mr P & Nyanda]
She make me fall in love with you
Am on it girl, anything you want me to do
Ahn, I wanna give it up to you,
Daddy ahn, I love the sexy attitude

[Chorus – Mr P & Nyanda]
Girl you all I think of
She said she want a romantic boy
Girl you all I think of
She said she want a man, wey go do the wokie wokie
Boy you all I think of
You said you want a romantic girl
Boy you all I think of
You said you want a girl, wey go do the wokie wokie

Oya fire down, tip on ya toe, bad gyal do the wokie wokie
Oya fire down, tip on ya toe, bad gyal make you do the wokie wokie
Oya fire down, tip on mi toe, bad gyal do the wokie wokie
Oya fire down, tip on mi toe, bad gyal make you do the wokie wokie

Oya Wokie wokie, do the wokie wokie, oya wokie wokie, make you do the wokie wokie
Oya do the Wokie wokie, do the wokie wokie, oya wokie wokie,
make you do the wokie wokie girl",Mr. P
12,[Lyrics] DJ Cuppy – “Currency” ft. L.A.X,"[Intro]
Yeah Yeah Yah
Is L.A
Oh na na
Oh na na na na eh
To cuppy this tune press this
Wow woh
Woh woh

[Verse 1 – L.A.X]
Say your touch is medicinal o
Baby Shake Ikebe Super Oh (Supernatural….yeah yeah)
Na You I Carry Come And Na You I Carry Go o o
And If I Won Show, Na You I Won Show (Oh Na)

[Chorus – Cuppy & L.A.X]
We No Go Nowhere Baby We No Tire (No Tire)
And Baby For The Line We Go die Ya Ya
Tonight We Go Dey Alright Oh
And We Go Dey Alright Oh
Say The Love say it’s Strong And Mighty Oh
Strong And Mighty oh yeah

Kpalangala Baby Mo (Baby mo)
Do You Want Pound Sterling Baby Mo?
Or another Currency Baby
Kpalangala Baby Mo
Do you want pound sterling baby mo?
Or Another Currency Baby?

[Verse 2 – L.A.X]
Tonight We Talking Dollars (Yeba)
Baby Any Currency (Yeah yeh)
Baby Give Me No Mercy Oh
Wan Know If There’s Vacancy
Just like Duncan Wene you Know I’m Mighty
Girl e be you wey I dey love from the 90’s
This Na True Love, Omo No Be side thing
E Mami Roll Am Slow, Make you no go tire

[Chorus – Cuppy & L.A.X]
We No Go Nowhere Baby We No Tire (No Tire)
And baby for the line we go die ya ya
Tonight We Go Dey Alright Oh
And We Go Dey Alright Oh
Say The Love, say it’s Strong And Mighty Oh
Strong And Mighty oh yeah

Kpalangala Baby Mo
Do You Want Pound Sterling Baby Mo?
Another Currency Baby o
Kpalangala Baby Mo
Do You Want Pound Sterling Baby Mo?
Or Another Currency Baby

[Verse 3 – Cuppy]
Baby, (Baby) Baby, Say Me Drive them Crazy
Way That I Move Is Wavy
Way That I Move Is Wavy Yeh
Baby, (Baby) Baby, Say Me Drive them Crazy
Way That I Move Is Wavy *Wavy*
Way That I Move Is Wavy Yeh

Kpalangala Baby Mo
Do You Want Pound Sterling Baby Mo?
Or another Currency Baby
Kpalangala Baby Mo
Do you want pound sterling baby Mo?
Or another Currency Baby

[Outro]
Another Currency Baby
It’s Stg",DJ Cuppy
13,[Lyrics] Peruzzi x Davido x GospelOnDeBeatz – “Run Am”,"[Intro]
Oohh 1 time
Oohh 2 time
Eehhh Bad guy (Alternate Sounds)
Oohh Bad guy (cheiii!…put a bang bang)
Eeeh 1 time
Oohhh 2 time
Eehhh Bad guy (cheiii!)
Eeehhh Bad guy (Gospelondabeatz)

[Chorus – Peruzzi]
Oh no no no (Oh no no no)
You no fit do am
Oh no no no (Oh no oh no)
You no fit run am
Oh no no no, oh no oh no
You no fit do am, cheeiii
Oh no no no (Oh no no no)
Oh no no no
You no fit run am
You no fit

[Verse 1 – Peruzzi]
Oya come make I yarn this one (Yarn this one)
Shey you dey find who go yarn this one
Check this one
And if you like make you dull this one
At the end of the day
When the matter don burst
You go know say you run this one
Oh no

See me a baller 100 degrees
Na God dey do am
The money dey for where we dey
How you see am? how you seee
Action!
Gather dem boys
For where we dey
You wan try?

[Chorus – Peruzzi]
Oh no no no (Oh no oh no oh no)
You no fit do am cheii
Oh no no no (Oh no no no)
You no fit run am
Oh no no no, oh no
You no fit do am, cheeiii
Oh no no no
Oh no no no
You no fit run am
You no fit

[Verse 2 – Davido]
Aye
which one?
And she say she wanna real one
She say she want this one
Shey na me wey go buy this one?
Wait
Check this one
And you know you never met a real don
At the end of the day
When the gbedun don play
You go know say you jam this one
Eh eh
All of this cash I gather
Na God dey do am
E dey my back pocket
How you see am?
Action
Gather dem boys
For where we dey
1 time, 2 time o girls, o guys, lets go

[Chorus – Peruzzi]
Oh no no no
You no fit do am
(You no fit do am)
(I don do am)
Oh no no no
You no fit run am
(You no fit run am….You no fit run am)
Oh no no no
Oh no (oh bad guy, oh bad girl)
U no fit do am
(Shekpe)
O no no no
Oh no no no no
U no fit run am
U no fit

[Outro]
Oh no no no!
(Gospelondabeatz)
You no fit rum amm o
And if you try am
You no fit do am o
Put a bang bang
Alternate sound
Eh eh Peru Peru…",Peruzzi x Davido x GospelOnDeBeatz
14,[Lyrics] Harrysong – “Tekero”,"[Chorus]
Say come say, say come sir,
Yela, ahn ahn, yela, drop the bomb
Tekero tekero tekero, Maria Maria Maria,
Tekero tekero tekero, Maria Maria Maria
Say come say, say come sir, say come say, talala,
Say come say, say come sir, say come say, talala

[Verse 1]
Maria Maria, there’s something about you, give me the boom boom side
The yo and eh and the way make me shiver, make a badman cry
Uh baby, how you shake your body make a badman cry
Girl how you shake your body, oh oh oh

[Chorus]
Say come say, say come sir, say come say, talala,
Say come say, say come sir, say come say, talala
Tekero tekero tekero, Maria Maria Maria,
Tekero tekero tekero, Maria Maria Maria
Yela, ahn ahn, yela, drop the bomb
Say come say, say come sir, say come say, lalala,
Say come say, say come sir, say come say, lalala

[Verse 2]
Bad girl don Dey worry man, tey tey, tey tey
What a specially she love the Don dada tey tey
Reggae man, she call me lover man, reggae man she call me bigger man
Reggae man, she call me badman, reggae man she call me buga man
Oya baby gimme ayagayaga yaga yo,
The booty don Dey make me kolo oh
Ayagayaga yaga yo, and your thing dey make me kolo oh
Uh baby, how you shake your body make a badman cry
Girl how you shake your body, oh oh oh

[Chorus]
Say come say, say come sir, say come say, lalala,
Say come say, say come sir, say come say, lalala
Yela, ahn ahn, yela, drop the bomb
Tekero tekero tekero, Maria Maria Maria,
Tekero tekero tekero, Maria Maria Maria
Say come say, say come sir, say come say, lalala,
Say come say, say come sir, say come say, lalala

[Outro]
Suka sounds, OKAY!
Reggae man, she call me lovaman,
Reggae man, she call me bugaman,
Reggae man she call me badman
Reggae man, she call me bugaman,
Reggae man she call me badman",Harrysong
15,[Lyrics] DMW – “Aza” ft. Davido x Duncan Mighty x Peruzzi,"[Intro]
Baby you wan see my wire, oya say your AZA, omo say your AZA, baby send your
Baby you wan see my wire eh, oya say your AZA, omo say your AZA
Damn fresh on the beat, shekpe

[Verse 1 – Duncan Mighty]
Ogini this, ogini that
Girl ma silo ma sile ba
Me ruro, sese kilaocho kuke nuno
Obula that obula that
Indarisha ye pa orekuku kute nuni sasi
Ekun doro we, alumu na lekun dula moro, ooh nono

[Hook – Duncan Mighty]
Ofe nsala (ehh e yo)
Umu asala (i yayaya)
Ok Billion dollar (eh e yo)
Million dollar (i yayaya)

Ofe nsala (ehh e yo)
Omo kuwa (i yayaya)
Your back saram bada (ehh e yo)
Ok Billion dollar (i yayaya)

[Verse 2 – Davido]
What is it girl wey you want wey Davido no fit do?
What is it girl wey you need wey OBO no fit do?
(ODO) All the girls gat eyes on me (gat eyes on me)
But I gat my eyes on you (I gat my eyes on you o)
Iiii I go buy you diamond ring, e wayi carry love pemesi

[Chorus]
Baby you wan see my wire, oya say your AZA, omo say your AZA, baby say your AZA
Baby you wan see my wire, oya say your AZA, omo say your AZA, baby say your AZA

[Verse 3 – Perruzi]
Put a bang bang bang
Am loo.. damn! Talku this, talku that, calm down girl you a fi relax
I remedy baby your biggie back, gimme kiss and I wan give you cash
But I want to know, wetin you know before this check and balancing o
Because Onome don frustrate oh, she say she wan come my place oh
See the girls I rotate oh, you Dey make I wan hide my face oh
Ooonome don frustrate oh, she say she wan come my place oh
See the girls I rotate oh, don’t move until I say you…

[Bridge- Duncan Mighty]
Ofe nsala, (ehh e yo)
Uwensala, (i yayaya)
Okay billion dollar, (ehh e yo)
Million dollar (i yayaya)
(Am looo..)
Ofe nsala, omokuwa,
Your back saram bada,
Million dollar

[Davido]
Baby you wan see my wire, oya say your AZA, omo say your AZA, baby say your
Baby you wan see my wire, oya say your AZA, omo say your AZA

[Verse 4 – Davido]
Hear the alert, credit alert,
Change your Passat, baller alert
You don arrive, Muritala oh,
Secure the bag oh, based on the kpa

[Chorus]
Baby you wan see my wire, oya say your AZA, omo say your AZA, baby say your AZA
Baby you wan see my wire, oya say your AZA, omo say your AZA (Purri bang bang) baby say your AZA

[Outro]
Eh a yo, Ah yayaya,
Mix monster
Eh a yo, Ah yayaya
Okay billion dollar
Eh a yo, Ah yayaya
Billion dollar, Eh a yo DAMN! Fresh on the beat
Ayayaya",DMW
16,[Lyrics] Olamide – “Criteria”,"[Intro]
Kilode, to lo ni mi fe mo ah, ile n su, ile n mo ah
Ojo, ojo ma gun ori ojo ah, olo mi dakun baby, o de jo ah

[Chorus]
What’s the criteria? (criteria ahnn) if you want me to love you
What’s the criteria? (criteria ahnn) ma fi ile ro’su ma fi ona roka
What’s the criteria? (criteria ahnn) I place no one above you
What’s the criteria? (criteria ahnn) ma fi ile ro’su ma fi ona roka

[Verse 1]
Oya
Aunty aunty eh hold on na
Aunty ekuro l’oju ona
Shey bi Hello ni mo se
Shey bi Hello ni mo se to do’ran,
Your friends say please don’t love him, O ro boya mimo,
They calling me heart breaker, Yoruba demon

[Pre-Chorus]
Bobo to ba gbayi, to ja la fe,
To ma turn up, to ba dale
A ni groupies, a lo’mo afe, koda bi sokoto ja labe
Oya, heaven only knows, heaven only knows,
Malo ma tori yen, malo ma tori yen ma dull mi
Kilode, to lo ni mi fe mo ah, ile n su, ile n mo ah
Ojo, ojo ma gun ori ojo ah, olo mi dakun baby, o de jo

[Chorus]
What’s the criteria? (criteria ahnn) if you want me to love you
What’s the criteria? (criteria ahnn) ma fi ile ro’su ma fi ona roka
What’s the criteria? (criteria ahnn) I place no one above you
What’s the criteria? (criteria ahnn) ma fi ile ro’su ma fi ona roka

[Verse 2]
What is the criteri, ki deni tiria,
Baby mi am begging please come to my area
Shey ri awon bobo te ri, to n wa porsche panamera
Oje yi kole ye yin, them dey fine but tiri ah

[Pre-Chorus]
Bobo to ba gbayi, to ja la fe,
To ma turn up, to ba dale
A ni groupies, a lo’mo afe, koda bi sokoto ja labe
Oya, heaven only knows, heaven only knows,
Malo ma tori yen, malo ma tori yen ma dull mi
Kilode, to lo ni mi fe mo ah, ile n su, ile n mo ah
Ojo, ojo ma gun ori ojo ah, olo mi dakun baby, o de jo

[Chorus]
What’s the criteria? (criteria ahnn) if you want me to love you
What’s the criteria? (criteria ahnn) ma fi ile ro’su ma fi ona roka
What’s the criteria? (criteria ahnn) I place no one above you
What’s the criteria? (criteria ahnn) ma fi ile ro’su ma fi ona roka

[Outro]
Olele olele, Aminatu olele, I know you want to olele, take bajinatu olele
Oya Olele olele, Basiratu olele, I know you want to olele, take bajinatu olele
What’s the criteria? (criteria ahnn) if you want me to love you
What’s the criteria? (criteria ahnn) ma fi ile ro’su ma fi ona roka
What’s the criteria? (criteria ahnn) I place no one above you
What’s the criteria? (criteria ahnn) ma fi ile ro’su ma fi ona roka",Olamide
17,[Lyrics] Patoranking – “Heal D World”,"[Verse 1]
Girls fighting over jaminer and pices, every corner it’s war and crisis
Boko Haram, Al Kheeda and ISIS, how come the poor people are the nicest
Africa blessed with lotta beautiful history but these people makes it feel like everything is a mystery
They make us live lives in legitory, we pray to God father to give us victory
Take a look at the city now, no love what a pity now
21 look 50 now, hatred make it Sh!tty now
Back then she is a cutie now, you no longer do your duty now
If all the girls big botty now, all you do is botty and looting now

[Chorus]
So heal the world, heal the world, spread love and heal the world
Heal the world, heal the world, let love fill the world
Heal the world, heal the world, spread love and heal the world
Heal the world, heal the world, let love fill the world
Oh oh, oh oh oh oh, oh oh, oh oh oh oh
Oh oh, oh oh oh oh, oh oh, oh oh oh oh

[Verse 2]
Sickness is the status on her Dp now, her mother dying of BP now
Father no get no TP now, she have finished school low GP now
False prophets dem preaching now, fear thing dem teaching now
The girl dem bleaching now, and the boy dem snitching now
Who am I to do the judging now, when everything is not original
Bad mind and grudging now, Father Lord let not the thing uphold me now

[Chorus]
So heal the world, heal the world, spread love and heal the world
Heal the world, heal the world, let love fill the world
Heal the world, heal the world, spread love and heal the world
Heal the world, heal the world, let love fill the world
Oh oh, oh oh oh oh, oh oh, oh oh oh oh
Oh oh, oh oh oh oh, oh oh, oh oh oh oh

[Bridge]
Heal the world, heal the world, heal the world, heal the world
Wahyahsay

[Chorus]
So heal the world, heal the world, spread love and heal the world
Heal the world, heal the world, let love fill the world
Heal the world, heal the world, spread love and heal the world
Heal the world, heal the world, let love fill the world
Oh oh, oh oh oh oh, oh oh, oh oh oh oh
Oh oh, oh oh oh oh, oh oh, oh oh oh oh

[Outro]
Let’s send to every length and breath,
let’s show love while we still alive not in death
All for love! Wahyahsay",Patoranking
18,[Lyrics] Tekno – “Choko”,"[Intro]
Ye ye, Yee Ahh
Alhaji

[Chorus]
If you give me your love baby i no go joke oh,
Turn around make I commot something for your back oh (something for your back o)
And I Dey like the way you dey enter the motor oh
I don choko, I don choko choko
Oh no no no no no no,
I like it when your body dey roll oh
Oh no no no no no no,
Folake come and ko ma roll
Oh no no no no no no,
I no go ever leave you waka oh
Oh no no no no no no,
I say you are the one for me

[Post Chorus]
Ye ye, my baby ye ye
Whine for the man wey dey pa for you
O no no no
Whine for the man wey dey pa for you

[Verse 1]
Kpe kpe di kpe kpe, she gat me o di kpe kpe
Iyawo serenre, I like the way you do gege o
For your information I get the connection
Now you know for my heart you win the election
Say it’s my decision, occupation, indication say na yes

[Chorus]
If you give me your love baby i no go joke oh,
Turn around make I commot something for your back oh (something for your back o)
And I Dey like the way you dey enter the motor oh
I don choko, I don choko choko
Oh no no no no no no,
I like when your body dey roll oh
Oh no no no no no no,
Folake come and ko ma roll
Oh no no no no no no,
I no go ever leave you waka oh
Oh no no no no no no,
I say you are the one for me

[Post Chorus]
Uhn no no no

[Verse 2]
Baby cooperate oh,
Me and you we correct oh
Since I indicate o,
say na you whe me wan to kpe
You cannot regret oh,
62 times that we met oh,
Baby ishemeko, mama olele mayo

[Chorus]
If you give me your love baby i no go joke oh,
Turn around make I commot something for your back oh (something for your back o)
And I Dey like the way you dey enter the motor oh
I don choko, I don choko choko
Oh no no no no no no,
I like when your body dey roll oh
Oh no no no no no no,
Folake come and ko ma roll
Oh no no no no no no,
I no go ever leave you waka oh
Oh no no no no no no,
I say you are the one for me

[Outro]
You are the one,
you are the one,
you are the one,
you are the one,
you are the one for me
Slim daddy",Tekno
19,[Lyrics] Aramide – “Fall On Them” ft. Timaya,"[Intro]
Cheeee
Leggo, uhn uh, Leggo

[Verse 1 – Aramide]
Dem go treat you like their brother but dem Dey pray to see you suffer
Chuk dirty mouth inside your matter eh eh because they want your life to scatter

[Chorus – Aramide]
But if I call the Holy Ghost, Holy Ghost go answer me (answer me)
Oba aye go fire them (Fire them), fire burn the enemies (enemies)
if I call the Holy Ghost, Holy Ghost go answer me (answer me)
Oba aye go fire them (Fire them), fire burn the enemies (enemies)
Holy Ghost fire, fire fall on them, Holy Ghost fire, fire fall on them,
Holy Ghost fire, fire fall on them, Holy Ghost fire, fire fall on them

[Verse 2 – Timaya]
Leggo!
Dem say dem see me as their brother (brother), calling me their friend (friend)
Smiling in my face, baba dem just pretend
Never ever will they see me hunger, I say never ever would they see me down-low
You Dey pray make I fall you dey waste your time
If you are looking for my downfall you Dey waste your time
Cos the God that I am serving, he would never let me down
No way, no way, no way

[Chorus – Aramide]
But if I call the Holy Ghost, Holy Ghost go answer me (answer me)
Oba aye go fire them (Fire them), fire burn the enemies (enemies)
if I call the Holy Ghost, Holy Ghost go answer me (answer me)
Oba aye go fire them (Fire them), fire burn the enemies (enemies)
Holy Ghost fire, fire fall on them, Holy Ghost fire, fire fall on them,
Holy Ghost fire, fire fall on them, Holy Ghost fire, fire fall on them

[Verse 3 – Aramide]
Bad belle people dem Dey everywhere (everywhere), I know it’s fake love you don’t really care (really care)
And if you hope to dull my shine, I hope you can run
Bad belle people dem Dey everywhere, (Bad belle people dem Dey everywhere)
I know it’s fake love you don’t really care (I know it’s fake love you don’t really care)
And if you hope to dull my shine, I hope you can run cos there’s nowhere to hide

[Chorus – Aramide&Timaya]
But if I call the Holy Ghost, Holy Ghost go answer me (answer me)
Oba aye go fire them (Fire them), fire burn the enemies (enemies)
if I call the Holy Ghost, Holy Ghost go answer me (answer me)
Oba aye go fire them (Fire them), fire burn the enemies (enemies)
Holy Ghost fire, fire fall on them, Holy Ghost fire, *Isay fire fall on them*,
Holy Ghost fire, fire fall on them, Holy Ghost fire, *I say fire fall on them*
Holy Ghost fire, fire fall on them, Holy Ghost fire, *I say fire fall on them*,
Holy Ghost fire, fire fall on them, Holy Ghost fire, *I say fire fall on them*

[Outro]
Pursue dem, derail dem, confuse dem
Pursue dem, derail dem, confuse dem",Aramide
